1743,2198,0
1578,636,1
1566,1691,2
1567,1057,3
1563,1494,4
1569,1208,5
1574,1388,6
1584,1259,7
1590,1326,8
1577,1261,9
1580,1321,10
1579,1279,11
1576,1299,12
1567,1292,13
1561,1311,14
1562,1269,15
1574,1292,16
1560,1278,17
1555,1301,18
1563,1273,19
1558,1279,20
1555,1271,21
1547,1283,22
1541,1288,23
1539,1304,24
1550,1273,25
1544,1288,26
1532,1291,27
1523,1305,28
1543,1303,29
1552,1278,30
1556,1276,31
1546,1290,32
1548,1276,33
1552,1279,34
1560,1284,35
1553,1253,36
1556,1257,37
1546,1278,38
1542,1291,39
1546,1256,40
1543,1303,41
1541,1276,42
1534,1294,43
1546,1306,44
1551,1268,45
1559,1275,46
1556,1269,47
1551,1248,48
1558,1279,49
1561,1252,50
1559,1301,51
1558,1251,52
1554,1297,53
1555,1265,54
1554,1292,55
1557,1257,56
1558,1267,57
1564,1241,58
1568,1283,59
1563,1240,60
1567,1269,61
1561,1253,62
1574,1261,63
1572,1242,64
1575,1247,65
1566,1246,66
1575,1264,67
1562,1236,68
1568,1268,69
1568,1258,70
1574,1243,71
1570,1251,72
1569,1248,73
1578,1258,74
1584,1242,75
1586,1227,76
1599,1238,77
1595,1234,78
1600,1219,79
1589,1237,80
1595,1226,81
1593,1244,82
1600,1203,83
1593,1242,84
1598,1208,85
1591,1229,86
1596,1207,87
1585,1215,88
1586,1229,89
1586,1217,90
1591,1236,91
1576,1218,92
1582,1233,93
1574,1223,94
1571,1241,95
1581,1223,96
1583,1212,97
1586,1246,98
1578,1202,99
1583,1249,100
1576,1222,101
1585,1245,102
1593,1208,103
1606,1208,104
1602,1204,105
1592,1224,106
1599,1206,107
1601,1211,108
1601,1201,109
1609,1190,110
1620,1197,111
1624,1167,112
1621,1169,113
1627,1206,114
1634,1178,115
1629,1178,116
1615,1194,117
1620,1178,118
1614,1183,119
1620,1188,120
1613,1176,121
1623,1194,122
1607,1187,123
1612,1213,124
1602,1175,125
1605,1223,126
1603,1164,127
1602,1228,128
1599,1168,129
1605,1216,130
1609,1155,131
1622,1208,132
1619,1150,133
1624,1220,134
1613,1152,135
1620,1235,136
1610,1134,137
1614,1232,138
1610,1141,139
1615,1229,140
1609,1164,141
1607,1215,142
1606,1185,143
1598,1217,144
1590,1225,145
1581,1219,146
1578,1247,147
1546,1225,148
1549,1278,149
1540,1246,150
1536,1287,151
1524,1264,152
1521,1299,153
1504,1262,154
1506,1309,155
1488,1297,156
1485,1324,157
1481,1307,158
1485,1322,159
1479,1306,160
1479,1302,161
1466,1305,162
1453,1346,163
1460,1331,164
1457,1316,165
1463,1341,166
1468,1318,167
1467,1321,168
1461,1318,169
1462,1324,170
1456,1302,171
1454,1328,172
1449,1354,173
1438,1312,174
1441,1355,175
1437,1325,176
1440,1348,177
1430,1331,178
1420,1372,179
1423,1360,180
1415,1357,181
1407,1382,182
1401,1378,183
1395,1398,184
1393,1368,185
1388,1383,186
1379,1377,187
1371,1432,188
1361,1383,189
1349,1421,190
1342,1420,191
1340,1433,192
1336,1426,193
1324,1435,194
1311,1451,195
1308,1463,196
1293,1439,197
1296,1501,198
1289,1448,199
1297,1501,200
1285,1447,201
1283,1507,202
1272,1479,203
1261,1511,204
1255,1458,205
1239,1528,206
1232,1481,207
1221,1548,208
1213,1521,209
1215,1551,210
1221,1521,211
1213,1553,212
1208,1540,213
1206,1574,214
1201,1553,215
1196,1585,216
1187,1559,217
1190,1577,218
1185,1567,219
1177,1591,220
1172,1590,221
1168,1552,222
1163,1610,223
1169,1556,224
1167,1580,225
1168,1589,226
1164,1573,227
1155,1606,228
1151,1606,229
1146,1618,230
1140,1611,231
1141,1622,232
1130,1624,233
1124,1632,234
1114,1652,235
1110,1649,236
1101,1656,237
1093,1662,238
1089,1692,239
1085,1674,240
1077,1687,241
1076,1674,242
1074,1711,243
1075,1666,244
1070,1722,245
1077,1665,246
1079,1708,247
1078,1658,248
1077,1702,249
1078,1667,250
1064,1691,251
1061,1692,252
1054,1673,253
1058,1680,254
1046,1695,255
1055,1691,256
1042,1679,257
1049,1698,258
1042,1677,259
1036,1699,260
1034,1709,261
1031,1705,262
1029,1712,263
1033,1716,264
1034,1712,265
1024,1693,266
1021,1727,267
1019,1716,268
1009,1725,269
1006,1742,270
1000,1733,271
991,1753,272
991,1761,273
982,1751,274
969,1781,275
960,1768,276
957,1786,277
950,1783,278
939,1807,279
932,1785,280
925,1845,281
919,1780,282
921,1865,283
908,1779,284
908,1858,285
902,1806,286
890,1850,287
891,1804,288
877,1857,289
879,1824,290
876,1857,291
867,1843,292
863,1870,293
863,1834,294
862,1895,295
860,1830,296
851,1881,297
846,1882,298
844,1851,299
838,1894,300
822,1895,301
814,1921,302
800,1913,303
795,1925,304
787,1938,305
782,1943,306
775,1954,307
766,1957,308
773,1976,309
764,1961,310
766,1936,311
781,1971,312
776,1914,313
787,1960,314
789,1933,315
787,1954,316
784,1902,317
779,1976,318
774,1939,319
771,1961,320
766,1932,321
760,1978,322
753,1963,323
747,1973,324
742,1986,325
732,1992,326
728,1992,327
717,2016,328
713,2005,329
710,2014,330
694,2027,331
692,2044,332
687,2015,333
683,2045,334
684,2032,335
685,2059,336
682,2009,337
689,2054,338
687,2022,339
692,2041,340
697,2036,341
699,2018,342
700,2031,343
696,2013,344
693,2040,345
692,2018,346
684,2046,347
678,2004,348
673,2052,349
672,2027,350
666,2062,351
669,2047,352
668,2064,353
672,2025,354
672,2074,355
674,2012,356
673,2060,357
679,2004,358
674,2063,359
667,2017,360
664,2090,361
661,1977,362
665,2086,363
664,2022,364
666,2052,365
666,2027,366
670,2050,367
664,2026,368
668,2058,369
663,2045,370
666,2047,371
658,2051,372
663,2075,373
667,2019,374
663,2056,375
649,2014,376
649,2095,377
641,2022,378
642,2083,379
643,2041,380
646,2096,381
641,1980,382
638,2115,383
638,2044,384
641,2083,385
628,2036,386
630,2111,387
624,2054,388
626,2107,389
609,2062,390
607,2132,391
608,2112,392
608,2109,393
609,2110,394
611,2116,395
612,2126,396
608,2102,397
612,2126,398
609,2097,399
616,2118,400
616,2117,401
621,2099,402
608,2136,403
608,2117,404
614,2122,405
615,2119,406
619,2067,407
626,2127,408
624,2083,409
642,2094,410
647,2073,411
664,2066,412
670,2069,413
684,2054,414
699,2031,415
709,2035,416
722,2025,417
736,1996,418
751,1995,419
764,1977,420
772,1964,421
786,1967,422
794,1934,423
799,1963,424
810,1938,425
815,1935,426
820,1891,427
832,1936,428
831,1875,429
843,1923,430
842,1841,431
851,1898,432
856,1853,433
863,1890,434
868,1835,435
875,1889,436
875,1848,437
881,1876,438
883,1848,439
885,1864,440
885,1856,441
886,1869,442
890,1858,443
890,1844,444
892,1831,445
892,1851,446
891,1818,447
895,1852,448
893,1830,449
901,1839,450
903,1819,451
912,1841,452
915,1808,453
913,1835,454
915,1827,455
910,1831,456
906,1844,457
906,1839,458
907,1848,459
906,1825,460
902,1847,461
906,1814,462
895,1856,463
893,1833,464
891,1854,465
886,1831,466
881,1872,467
880,1842,468
874,1883,469
868,1850,470
854,1898,471
852,1880,472
851,1901,473
844,1879,474
840,1887,475
834,1899,476
839,1909,477
835,1869,478
838,1923,479
841,1864,480
837,1911,481
837,1875,482
840,1913,483
839,1876,484
834,1891,485
834,1867,486
837,1918,487
838,1863,488
842,1910,489
837,1850,490
844,1917,491
843,1861,492
844,1898,493
846,1894,494
843,1869,495
846,1904,496
844,1876,497
