848,1893,498
846,1852,499
848,1920,500
847,1837,501
847,1921,502
839,1863,503
839,1888,504
834,1886,505
841,1863,506
836,1875,507
840,1888,508
833,1853,509
834,1902,510
832,1877,511
826,1915,512
825,1893,513
827,1916,514
819,1894,515
808,1902,516
802,1922,517
802,1904,518
790,1922,519
788,1918,520
782,1903,521
785,1942,522
786,1913,523
781,1933,524
775,1930,525
774,1945,526
770,1930,527
761,1956,528
764,1935,529
763,1939,530
763,1968,531
755,1942,532
757,1962,533
750,1962,534
751,1979,535
738,1941,536
741,1992,537
728,1976,538
731,2001,539
720,1960,540
725,2022,541
717,1955,542
713,2024,543
708,1988,544
711,2025,545
702,1993,546
700,2035,547
698,2007,548
699,2041,549
691,2021,550
683,2048,551
674,2048,552
669,2057,553
666,2064,554
662,2075,555
652,2072,556
644,2077,557
630,2106,558
625,2091,559
614,2135,560
600,2117,561
599,2167,562
588,2132,563
582,2166,564
576,2148,565
560,2164,566
553,2170,567
543,2187,568
531,2189,569
517,2197,570
504,2204,571
494,2229,572
480,2223,573
470,2249,574
460,2244,575
454,2266,576
444,2269,577
445,2276,578
440,2295,579
432,2295,580
422,2318,581
420,2308,582
415,2334,583
415,2290,584
424,2341,585
431,2284,586
426,2323,587
426,2296,588
423,2307,589
418,2291,590
422,2324,591
421,2293,592
413,2273,593
412,2302,594
415,2288,595
413,2302,596
409,2300,597
408,2326,598
412,2301,599
411,2315,6001715,2252,0
1680,2210,0
1735,2209,0
1680,2303,0
1751,2213,0
1622,2308,0
1660,2359,0
1673,2249,0
1671,2297,0
1672,2297,0
1706,2226,0
1719,2264,0
1671,2296,0
1675,2261,0
1641,2320,0
1663,2242,0
1624,2360,0
1706,2202,0
1734,2244,0
1721,2253,0
1709,2205,0
1649,2316,0
1717,2273,0
1755,2171,0
1671,2267,0
1661,2240,0
1711,2165,0
1698,2275,0
1697,2252,0
1740,2252,0
1709,2209,0
1732,2194,0
1733,2242,0
1666,2237,0
1708,2270,0
1659,2255,0
1720,2276,0
1707,2249,0
1716,2246,0
1714,2200,0
1763,2231,0
1729,2272,0
1715,2177,0
1703,2288,0
1687,2239,0
1693,2254,0
1662,2288,0
1676,2202,0
1680,2291,0
1723,2236,0
1675,2223,0
1698,2286,0
1673,2250,0
1643,2268,0
1633,2276,0
1724,2236,0
1591,2360,0
1727,2193,0
1690,2208,0
1591,686,1
1569,1658,2
1568,1090,3
1560,1463,4
1559,1214,5
1539,1375,6
1554,1292,7
1541,1348,8
1524,1313,9
1520,1344,10
1535,1333,11
1532,1302,12
1539,1315,13
1538,1308,14
1558,1313,15
1552,1277,16
1537,1310,17
1522,1337,18
1508,1300,19
1510,1343,20
1499,1337,21
1498,1338,22
1502,1339,23
1495,1332,24
1498,1331,25
1502,1325,26
1500,1326,27
1490,1329,28
1484,1336,29
1462,1367,30
1466,1362,31
1463,1355,32
1467,1356,33
1474,1328,34
1469,1353,35
1474,1336,36
1479,1342,37
1475,1352,38
1466,1346,39
1463,1354,40
1464,1359,41
1461,1348,42
1462,1355,43
1456,1353,44
1435,1355,45
1442,1356,46
1437,1356,47
1433,1368,48
1422,1366,49
1427,1390,50
1426,1341,51
1415,1392,52
1415,1392,53
1414,1376,54
1420,1402,55
1423,1370,56
1420,1353,57
1409,1398,58
1406,1393,59
1399,1401,60
1389,1403,61
1386,1433,62
1381,1400,63
1370,1439,64
1366,1408,65
1366,1440,66
1348,1426,67
1347,1467,68
1341,1443,69
1347,1449,70
1335,1450,71
1329,1461,72
1329,1455,73
1326,1458,74
1331,1461,75
1327,1440,76
1330,1473,77
1344,1428,78
1347,1451,79
1345,1418,80
1347,1453,81
1349,1439,82
1346,1440,83
1344,1446,84
1346,1442,85
1353,1441,86
1344,1445,87
1345,1401,88
1331,1459,89
1342,1429,90
1332,1442,91
1349,1425,92
1335,1427,93
1349,1441,94
1335,1430,95
1343,1434,96
1334,1437,97
1322,1441,98
1321,1479,99
1321,1448,100
1318,1464,101
1322,1458,102
1306,1454,103
1314,1465,104
1311,1479,105
1311,1463,106
1309,1473,107
1297,1469,108
1281,1496,109
1261,1494,110
1252,1536,111
1244,1505,112
1236,1564,113
1222,1527,114
1207,1562,115
1197,1595,116
1195,1567,117
1176,1580,118
1173,1602,119
1167,1598,120
1167,1593,121
1168,1577,122
1162,1592,123
1165,1603,124
1158,1578,125
1162,1611,126
1162,1557,127
1165,1605,128
1168,1590,129
1167,1587,130
1171,1571,131
1165,1596,132
1167,1575,133
1166,1598,134
1171,1583,135
1167,1602,136
1166,1598,137
1167,1582,138
1167,1611,139
1168,1587,140
1171,1602,141
1170,1597,142
1171,1586,143
1165,1606,144
1174,1591,145
1167,1585,146
1162,1604,147
1166,1597,148
1160,1621,149
1158,1595,150
1153,1630,151
1155,1596,152
1151,1631,153
1147,1597,154
1146,1635,155
1146,1591,156
1139,1630,157
1141,1599,158
1136,1646,159
1135,1608,160
1128,1642,161
1132,1606,162
1129,1646,163
1129,1617,164
1120,1631,165
1118,1635,166
1116,1629,167
1111,1633,168
1105,1623,169
1106,1654,170
1101,1634,171
1102,1653,172
1096,1641,173
1092,1681,174
1086,1654,175
1089,1668,176
1078,1662,177
1077,1692,178
1069,1635,179
1069,1702,180
1059,1662,181
1063,1690,182
1054,1672,183
1053,1704,184
1049,1695,185
1050,1684,186
1039,1709,187
1034,1700,188
1020,1723,189
1021,1698,190
1018,1722,191
1021,1687,192
1012,1753,193
1018,1705,194
1020,1740,195
1022,1708,196
1014,1712,197
1021,1725,198
1010,1720,199
1008,1732,200
994,1741,201
994,1752,202
977,1745,203
976,1783,204
970,1726,205
967,1776,206
962,1740,207
968,1791,208
965,1787,209
958,1779,210
955,1798,211
958,1788,212
948,1787,213
945,1805,214
940,1801,215
942,1783,216
938,1807,217
941,1782,218
932,1790,219
929,1823,220
925,1803,221
918,1838,222
916,1803,223
918,1810,224
916,1773,225
928,1813,226
931,1784,227
936,1799,228
930,1784,229
939,1807,230
932,1748,231
933,1804,232
936,1764,233
936,1781,234
938,1758,235
927,1783,236
929,1815,237
931,1764,238
928,1818,239
916,1811,240
922,1824,241
916,1807,242
923,1840,243
938,1803,244
933,1805,245
933,1796,246
942,1815,247
942,1795,248
951,1810,249
953,1779,250
957,1774,251
962,1778,252
964,1776,253
964,1765,254
966,1791,255
957,1746,256
966,1785,257
964,1767,258
961,1768,259
969,1727,260
968,1735,261
974,1762,262
974,1734,263
977,1737,264
969,1733,265
974,1752,266
975,1728,267
977,1742,268
976,1726,269
976,1755,270
967,1726,271
965,1777,272
961,1758,273
964,1768,274
963,1762,275
966,1775,276
962,1748,277
956,1765,278
954,1756,279
955,1776,280
951,1765,281
950,1800,282
944,1773,283
942,1806,284
942,1790,285
939,1804,286
932,1801,287
927,1809,288
917,1801,289
912,1824,290
916,1826,291
909,1820,292
909,1839,293
912,1814,294
901,1818,295
904,1836,296
896,1817,297
899,1814,298
896,1814,299
901,1814,300
902,1810,301
910,1836,302
900,1810,303
907,1840,304
908,1812,305
911,1840,306
908,1803,307
906,1823,308
900,1836,309
899,1839,310
893,1830,311
890,1830,312
889,1851,313
886,1852,314
883,1846,315
879,1846,316
873,1870,317
871,1868,318
864,1874,319
859,1886,320
853,1884,321
854,1851,322
849,1905,323
844,1873,324
840,1910,325
830,1908,326
832,1910,327
822,1946,328
824,1874,329
829,1916,330
826,1886,331
828,1902,332
840,1907,333
841,1889,334
843,1889,335
849,1909,336
851,1875,337
848,1905,338
850,1889,339
855,1904,340
858,1893,341
858,1875,342
858,1876,343
858,1892,344
860,1874,345
868,1862,346
858,1879,347
868,1861,348
860,1876,349
864,1861,350
849,1871,351
853,1884,352
844,1892,353
846,1888,354
830,1914,355
839,1895,356
834,1915,357
838,1899,358
831,1909,359
828,1906,360
831,1924,361
820,1900,362
820,1928,363
820,1901,364
823,1925,365
819,1894,366
818,1918,367
813,1901,368
816,1923,369
815,1905,370
809,1924,371
809,1907,372
803,1921,373
804,1915,374
803,1937,375
801,1931,376
796,1934,377
797,1935,378
791,1942,379
788,1926,380
784,1966,381
786,1927,382
786,1949,383
786,1940,384
789,1940,385
787,1930,386
783,1948,387
781,1933,388
780,1938,389
779,1900,390
779,1942,391
781,1922,392
780,1940,393
775,1918,394
774,1929,395
775,1921,396
768,1929,397
768,1917,398
768,1947,399
772,1926,400
771,1939,401
778,1926,402
773,1939,403
771,1940,404
774,1936,405
773,1944,406
779,1928,407
777,1912,408
776,1946,409
776,1884,410
771,1924,411
780,1907,412
778,1933,413
770,1918,414
770,1941,415
774,1923,416
767,1937,417
760,1952,418
753,1925,419
750,1959,420
743,1944,421
734,1971,422
728,1940,423
726,1996,424
